Date,CustomerID,Region,Product,Quantity,Revenue,Cost,Profit,Feedback
2023-12-26,2398,East,Product A,12,1377.33,711.16,666.17,Loved it! Exceeded my expectations.
2023-12-26,1189,East,Product A,12,1346.99,892.63,454.36,"Not worth the price, quite disappointed."
2023-12-26,2403,West,Product D,6,792.82,367.75,425.07,"Fantastic product, highly recommend to others."
2023-12-26,1389,North,Product A,5,582.81,352.98,229.83,Loved it! Exceeded my expectations.
2023-12-27,1648,East,Product D,14,2294.36,1549.93,744.43,"Terrible experience, product was damaged."
2023-12-27,1703,South,Product B,13,1073.79,503.77,570.02,"Not worth the price, quite disappointed."
2023-12-27,2405,North,Product E,12,700.75,324.58,376.17,"Excellent service, very satisfied with the product quality."
2023-12-28,1426,East,Product D,7,1196.77,740.1,456.67,Loved it! Exceeded my expectations.
2023-12-28,1666,South,Product A,8,869.45,581.73,287.72,"Fantastic product, highly recommend to others."
2023-12-28,1500,North,Product C,4,768.05,530.81,237.24,"Fantastic product, highly recommend to others."
2023-12-28,1527,West,Product A,4,439.54,299.09,140.45,"Customer support resolved my issue quickly, thank you."
2023-12-29,1862,West,Product B,2,173.03,90.48,82.55,"Average experience, nothing special."
2023-12-29,2260,North,Product B,10,910.09,587.51,322.58,"Fantastic product, highly recommend to others."
2023-12-29,1002,West,Product A,12,1614.42,1036.26,578.16,"Not worth the price, quite disappointed."
2023-12-29,1869,West,Product D,11,1818.95,982.97,835.98,"Average experience, nothing special."
2023-12-29,1802,East,Product D,9,1193.64,760.97,432.67,Loved it! Exceeded my expectations.
2023-12-30,1187,South,Product E,3,153.1,90.55,62.55,"Excellent service, very satisfied with the product quality."
2023-12-30,1581,West,Product E,1,56.06,32.21,23.85,"Terrible experience, product was damaged."
2023-12-30,1224,East,Product C,6,1251.82,719.28,532.54,"Not worth the price, quite disappointed."
2023-12-31,1662,East,Product C,3,689.01,445.24,243.77,The delivery was late and support was not helpful.
2023-12-31,2307,East,Product E,4,249.99,163.91,86.08,"Terrible experience, product was damaged."
2023-12-31,1191,Central,Product D,9,1369.96,894.94,475.02,"Average experience, nothing special."
2023-12-31,1081,South,Product D,2,304.54,202.13,102.41,The delivery was late and support was not helpful.
2023-12-31,2289,North,Product B,5,456.26,304.67,151.59,"Fantastic product, highly recommend to others."
2024-01-01,1888,North,Product E,1,71.81,48.43,23.38,Good quality but shipping took too long.
2024-01-01,1615,East,Product E,2,117.56,61.57,55.99,"Customer support resolved my issue quickly, thank you."
2024-01-03,2133,South,Product D,12,1794.81,1235.79,559.02,The delivery was late and support was not helpful.
2024-01-04,1913,West,Product B,14,1123.33,661.54,461.79,"Not worth the price, quite disappointed."
2024-01-05,1939,East,Product A,11,1418.12,872.57,545.55,"Fantastic product, highly recommend to others."
2024-01-05,1744,West,Product B,10,945.29,629.01,316.28,"Average experience, nothing special."
2024-01-06,1073,East,Product A,12,1572.5,1074.42,498.08,Loved it! Exceeded my expectations.
2024-01-06,2446,North,Product D,6,1100.65,534.88,565.77,Good quality but shipping took too long.
2024-01-07,2041,West,Product E,12,863.5,592.51,270.99,"Excellent service, very satisfied with the product quality."
2024-01-08,1170,Central,Product A,11,1421.79,792.0,629.79,Loved it! Exceeded my expectations.
2024-01-08,1313,North,Product D,14,2114.87,1005.58,1109.29,"Great value for money, will buy again."
2024-01-08,2048,East,Product A,14,1790.42,908.38,882.04,The delivery was late and support was not helpful.
2024-01-09,1652,West,Product A,12,1740.76,956.66,784.1,Loved it! Exceeded my expectations.
2024-01-09,1053,Central,Product C,2,377.04,233.63,143.41,"Customer support resolved my issue quickly, thank you."
2024-01-09,2294,Central,Product D,1,153.07,104.74,48.33,"Fantastic product, highly recommend to others."
2024-01-10,1200,South,Product D,11,1923.13,1337.43,585.7,"Not worth the price, quite disappointed."
2024-01-10,2083,East,Product C,11,2401.72,1436.29,965.43,"Excellent service, very satisfied with the product quality."
2024-01-10,2296,West,Product C,10,2160.74,1363.9,796.84,Good quality but shipping took too long.
2024-01-10,1208,West,Product A,8,1038.76,482.22,556.54,"Not worth the price, quite disappointed."
2024-01-11,2200,South,Product D,11,1959.53,1216.75,742.78,"Great value for money, will buy again."
2024-01-11,2076,South,Product E,13,821.3,525.71,295.59,The delivery was late and support was not helpful.
2024-01-11,1194,West,Product E,12,795.48,368.59,426.89,"Great value for money, will buy again."
2024-01-12,1071,North,Product C,4,839.15,472.17,366.98,"Terrible experience, product was damaged."
2024-01-13,1730,Central,Product E,2,123.63,58.51,65.12,"Not worth the price, quite disappointed."
2024-01-13,2306,Central,Product B,2,190.2,113.55,76.65,"Terrible experience, product was damaged."
2024-01-13,1783,West,Product C,7,1355.36,669.32,686.04,"Excellent service, very satisfied with the product quality."
2024-01-14,2170,North,Product B,11,1057.59,576.3,481.29,Good quality but shipping took too long.
2024-01-14,2108,East,Product A,7,841.38,585.78,255.6,The delivery was late and support was not helpful.
2024-01-15,1580,West,Product B,9,834.37,499.99,334.38,The delivery was late and support was not helpful.
2024-01-15,1378,West,Product B,6,461.89,232.78,229.11,Good quality but shipping took too long.
2024-01-16,1026,East,Product B,4,351.71,214.0,137.71,"Excellent service, very satisfied with the product quality."
2024-01-16,1025,North,Product E,13,900.78,546.14,354.64,"Excellent service, very satisfied with the product quality."
2024-01-16,1976,East,Product C,9,2027.37,1371.51,655.86,"Terrible experience, product was damaged."
2024-01-16,2248,East,Product A,5,637.95,293.02,344.93,"Fantastic product, highly recommend to others."
2024-01-17,1273,West,Product B,13,1027.83,602.62,425.21,"Terrible experience, product was damaged."
2024-01-17,2119,North,Product D,1,149.5,78.38,71.12,"Customer support resolved my issue quickly, thank you."
2024-01-18,1415,West,Product D,8,1211.77,552.28,659.49,"Terrible experience, product was damaged."
2024-01-18,1191,West,Product A,1,124.79,65.53,59.26,"Great value for money, will buy again."
2024-01-18,1020,West,Product A,8,1067.58,672.52,395.06,"Fantastic product, highly recommend to others."
2024-01-19,2269,East,Product E,4,286.9,134.87,152.03,"Terrible experience, product was damaged."
2024-01-19,1135,West,Product A,12,1329.63,659.09,670.54,"Customer support resolved my issue quickly, thank you."
2024-01-20,2041,North,Product D,7,1103.61,678.83,424.78,"Not worth the price, quite disappointed."
2024-01-20,1508,South,Product B,8,618.16,419.25,198.91,The delivery was late and support was not helpful.
2024-01-21,1326,East,Product E,3,193.57,116.22,77.35,"Terrible experience, product was damaged."
2024-01-21,2155,North,Product D,3,475.91,318.05,157.86,"Excellent service, very satisfied with the product quality."
2024-01-21,1521,North,Product E,5,286.0,154.59,131.41,Loved it! Exceeded my expectations.
2024-01-21,1353,North,Product B,13,1269.7,576.72,692.98,"Not worth the price, quite disappointed."
2024-01-21,2338,Central,Product C,3,630.76,321.39,309.37,The delivery was late and support was not helpful.
2024-01-22,2153,East,Product E,9,637.56,301.0,336.56,"Fantastic product, highly recommend to others."
2024-01-22,2234,West,Product D,5,725.04,444.91,280.13,"Not worth the price, quite disappointed."
2024-01-22,1225,West,Product A,7,943.58,553.73,389.85,"Excellent service, very satisfied with the product quality."
2024-01-22,1020,West,Product A,9,992.48,579.35,413.13,"Average experience, nothing special."
2024-01-22,1397,West,Product D,8,1174.0,765.3,408.7,"Terrible experience, product was damaged."
2024-01-23,1790,South,Product C,14,2749.07,1318.97,1430.1,The delivery was late and support was not helpful.
2024-01-24,1386,South,Product A,5,569.85,320.49,249.36,"Terrible experience, product was damaged."
2024-01-24,1957,Central,Product A,8,973.11,550.59,422.52,"Fantastic product, highly recommend to others."
2024-01-25,2487,West,Product A,3,393.7,222.31,171.39,"Terrible experience, product was damaged."
2024-01-25,2218,South,Product B,10,955.32,667.27,288.05,"Great value for money, will buy again."
2024-01-25,1086,West,Product B,14,1372.8,917.68,455.12,Good quality but shipping took too long.
2024-01-26,1901,North,Product B,1,80.29,47.96,32.33,"Customer support resolved my issue quickly, thank you."
2024-01-26,1200,South,Product A,7,958.09,648.75,309.34,"Excellent service, very satisfied with the product quality."
2024-01-26,1264,West,Product E,13,920.79,491.43,429.36,"Average experience, nothing special."
2024-01-27,2380,West,Product E,6,406.77,270.3,136.47,"Excellent service, very satisfied with the product quality."
2024-01-28,2379,North,Product E,5,291.88,164.42,127.46,"Customer support resolved my issue quickly, thank you."
2024-01-28,1651,Central,Product A,4,458.27,292.71,165.56,"Fantastic product, highly recommend to others."
2024-01-28,1309,North,Product C,11,2065.34,1239.45,825.89,"Great value for money, will buy again."
2024-01-28,2312,North,Product D,3,455.32,231.66,223.66,"Terrible experience, product was damaged."
2024-01-30,1124,East,Product D,10,1726.9,920.22,806.68,Loved it! Exceeded my expectations.
2024-01-30,2110,South,Product A,10,1162.58,688.9,473.68,"Customer support resolved my issue quickly, thank you."
2024-01-30,1182,West,Product A,14,1864.17,857.88,1006.29,"Fantastic product, highly recommend to others."
2024-01-30,2341,North,Product B,1,83.33,54.96,28.37,Loved it! Exceeded my expectations.
2024-01-31,1597,North,Product E,13,733.84,367.74,366.1,Loved it! Exceeded my expectations.
2024-01-31,1464,North,Product C,2,474.77,330.83,143.94,"Fantastic product, highly recommend to others."
2024-01-31,1602,West,Product D,6,982.4,624.02,358.38,"Terrible experience, product was damaged."
2024-01-31,1864,South,Product A,7,791.47,392.4,399.07,"Terrible experience, product was damaged."
2024-02-01,2443,Central,Product B,6,519.26,314.38,204.88,Good quality but shipping took too long.
2024-02-01,1190,South,Product E,11,844.6,505.94,338.66,"Fantastic product, highly recommend to others."
2024-02-01,2221,North,Product C,1,248.73,158.34,90.39,"Not worth the price, quite disappointed."
2024-02-01,1608,North,Product B,2,170.48,91.63,78.85,Loved it! Exceeded my expectations.
2024-02-01,2169,East,Product E,1,71.53,50.05,21.48,"Customer support resolved my issue quickly, thank you."
2024-02-01,1386,Central,Product B,3,254.58,167.27,87.31,Loved it! Exceeded my expectations.
2024-02-01,1042,East,Product C,2,464.65,217.1,247.55,"Fantastic product, highly recommend to others."
2024-02-02,1272,East,Product E,14,816.49,453.0,363.49,Loved it! Exceeded my expectations.
2024-02-02,1938,West,Product A,12,1431.55,993.42,438.13,Loved it! Exceeded my expectations.
2024-02-02,1122,Central,Product E,2,124.45,66.68,57.77,Loved it! Exceeded my expectations.
2024-02-02,1503,West,Product A,9,1255.49,723.14,532.35,"Fantastic product, highly recommend to others."
2024-02-02,1882,South,Product A,11,1609.33,955.07,654.26,Loved it! Exceeded my expectations.
2024-02-03,1741,South,Product B,2,188.18,116.2,71.98,"Customer support resolved my issue quickly, thank you."
2024-02-03,1205,Central,Product B,7,683.12,426.39,256.73,Good quality but shipping took too long.
2024-02-03,2092,Central,Product E,3,207.04,141.88,65.16,The delivery was late and support was not helpful.
2024-02-03,1765,East,Product C,12,2767.76,1679.99,1087.77,"Not worth the price, quite disappointed."
2024-02-03,1422,South,Product A,12,1576.86,757.16,819.7,"Fantastic product, highly recommend to others."
2024-02-03,1115,North,Product C,2,496.62,258.49,238.13,"Great value for money, will buy again."
2024-02-04,1553,North,Product D,12,1939.85,1082.73,857.12,"Not worth the price, quite disappointed."
2024-02-04,2018,South,Product B,14,1410.67,841.56,569.11,The delivery was late and support was not helpful.
2024-02-05,1329,Central,Product C,12,3049.11,2040.02,1009.09,"Not worth the price, quite disappointed."
2024-02-05,1976,South,Product E,12,766.66,474.71,291.95,"Great value for money, will buy again."
2024-02-05,1293,Central,Product C,8,2072.55,1234.17,838.38,"Not worth the price, quite disappointed."
2024-02-05,1839,North,Product B,2,195.8,119.27,76.53,"Customer support resolved my issue quickly, thank you."
2024-02-05,1183,East,Product B,12,1071.56,727.2,344.36,"Fantastic product, highly recommend to others."
2024-02-05,2164,Central,Product B,9,708.18,405.12,303.06,"Great value for money, will buy again."
2024-02-05,1980,Central,Product E,4,232.32,135.22,97.1,Loved it! Exceeded my expectations.
2024-02-05,2464,West,Product C,13,3118.59,2150.7,967.89,The delivery was late and support was not helpful.
2024-02-06,1186,North,Product C,13,2745.47,1367.53,1377.94,Loved it! Exceeded my expectations.
2024-02-06,1706,East,Product C,9,1888.6,877.11,1011.49,"Terrible experience, product was damaged."
2024-02-06,1387,North,Product D,13,1888.35,1114.48,773.87,"Not worth the price, quite disappointed."
2024-02-07,2497,North,Product B,7,600.16,331.07,269.09,Loved it! Exceeded my expectations.
2024-02-08,1282,South,Product C,9,1797.96,894.14,903.82,Good quality but shipping took too long.
2024-02-08,1228,East,Product C,11,2760.85,1751.09,1009.76,Loved it! Exceeded my expectations.
2024-02-08,2449,South,Product B,14,1110.57,522.58,587.99,The delivery was late and support was not helpful.
2024-02-08,1872,West,Product B,4,358.14,222.2,135.94,"Terrible experience, product was damaged."
2024-02-09,1661,West,Product E,10,591.57,283.11,308.46,"Not worth the price, quite disappointed."
2024-02-09,1504,Central,Product E,1,77.21,52.8,24.41,"Not worth the price, quite disappointed."
2024-02-09,2238,East,Product E,1,77.45,39.33,38.12,"Customer support resolved my issue quickly, thank you."
2024-02-10,1440,North,Product A,2,237.4,143.22,94.18,"Customer support resolved my issue quickly, thank you."
2024-02-10,2240,North,Product C,2,471.76,232.32,239.44,Good quality but shipping took too long.
2024-02-10,1162,South,Product A,13,1652.48,1042.42,610.06,"Not worth the price, quite disappointed."
2024-02-10,2213,North,Product B,12,1150.4,802.61,347.79,"Fantastic product, highly recommend to others."
